产品名,产品图片链接,产品id,产品购买链接,价格,二级分类,一级分类,品牌
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-448c000001901451e6d80a20e284_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-2b16000001901451dead0a811411_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-438b000001901451ee050a239846_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-4134000001901451ef4c0a20e273_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-3fa1000001901451f38c0a23111a_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-400c000001901451e31a0a2303ee_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-4395000001901451f5fc0a207569_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-7d4e000001901451dcb80a2304aa_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-4072000001901451e4550a210349_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-4312000001901451fb020a2315ef_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-448600000190145202460a2396f4_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-01af000001901451dad60a21146b_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-449700000190145201180a22d172_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-41ea000001901451eba50a23038e_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-3e86000001901451ff920a20e672_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-425e000001901451e9330a2102c5_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-0070000001901451dbce0a231316_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-42a3000001901451f8510a210256_1920_1920.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/pcitem901866624056-5bcc000001901451dd8e0a239646_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/open1692591749-1692591749-22d60000019361548b1d0a8115b5_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/open1692591749-1692591749-554200000193615476b60a8133b5_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
"Gallery Dept
Sweatpants",https://si.geilicdn.com/open1692591749-1692591749-7ff100000193615486ad0a210559_800_800.jpg,7574781948,https://fansbuy.com/item-micro-7574781948.html?promotionCode=R0dfTU9DRzA2VTk,$37.50,Sweatpants,pants,Gallery Dept
